SK_ID_CURR,TARGET,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_REGISTRATION,DAYS_ID_PUBLISH,HOUR_APPR_PROCESS_START,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_MONTHS_BALANCE_SIZE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_TYPE_Creditcard_MEAN,BURO_STATUS_0_MEAN_MEAN,ACTIVE_DAYS_CREDIT_MIN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,REFUSED_DAYS_DECISION_MAX,POS_MONTHS_BALANCE_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,score,TARGET_
100056,0.0,0.010006,-18264,-5504.0,-1797,10,,0.5239340474953537,,-1498.0,,,,,,,,,,,,,-2828.0,-2538.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,,-54.23287671232877,,0.5538979198014017,Client fiable
100060,0.0,0.028663,-12282,-1824.0,-1992,10,0.2445616325354615,0.705947456699447,0.7992967832109371,-466.0,-1703.0,-809.0,-1327.0,41.2,0.0,0.0,0.2274603174603174,,,,-809.0,-1327.0,-466.0,-466.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,-12.5,,0.6550368944275463,Client fiable
100061,0.0,0.006629,-10473,-2025.0,-1240,3,0.1895957995501827,0.7029791046049891,0.7016957740576931,-570.0,-924.0,-924.0,-924.0,31.0,0.0,0.0,0.3548387096774194,,,,-924.0,-924.0,-1573.0,-1072.3333333333333,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.5,0.0,0.5,0.0,,-23.194805194805195,,0.6384167063726783,Client fiable
100071,0.0,0.018801,-20121,-6755.0,-2177,12,,0.5706663563799912,0.6971469077844458,-1572.0,-2258.0,-1106.0,-1594.25,,0.0,0.0,,,,,-1106.0,-1594.25,-1572.0,-1312.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,,-37.3125,,0.7469800550866701,Client fiable
100082,0.0,0.01885,-12009,-1377.0,-3656,12,0.3577065472620613,0.6865047975453018,0.3944954053123993,-1003.0,-2572.0,-65.0,-1133.4117647058824,,0.2941176470588235,0.4705882352941176,,-1479.0,-65.0,-666.4,-592.0,-1328.0,-2879.0,-1138.6666666666667,0.2666666666666666,0.7333333333333333,0.2666666666666666,0.3333333333333333,0.1333333333333333,0.0666666666666666,0.6,-874.0,-65.5,10260000.0,0.6512246161846906,Client fiable
100088,0.0,0.0228,-19467,-4623.0,-2975,15,,0.5851740300889305,0.4083588531230431,-1537.0,-2736.0,-851.0,-1408.2,,0.4,0.0,,-903.0,-851.0,-877.0,-1214.0,-1762.3333333333333,-1537.0,-978.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,,-24.95833333333333,,0.5098411161247727,Client fiable
100094,0.0,0.030755,-22935,-12623.0,-3442,10,,0.5827354769124312,0.4525335592581747,-260.0,-1049.0,-246.0,-527.25,,0.75,0.75,,-472.0,-246.0,-353.3333333333333,-1049.0,-1049.0,-260.0,-260.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,-5.5,,0.6174467557947845,Client fiable
100095,0.0,0.020246,-18693,-10255.0,-2241,8,0.5866975916234531,0.3045061145430549,,-1040.0,,,,,,,,,,,,,-600.0,-533.6666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.0,0.3333333333333333,-600.0,-17.0,,0.48956393905075113,Client fiable
100100,0.0,0.008019,-15909,-3134.0,-4180,17,0.4476751393608083,0.495765140717496,0.8245949709919925,-1876.0,-2830.0,-443.0,-1866.4,32.4,0.0,0.2,0.2016666666666666,,,,-443.0,-1866.4,-2870.0,-1169.6,1.0,0.8,0.6,0.6,0.4,0.2,0.0,,-24.274193548387096,7695000.0,0.7983779268058806,Client fiable
100102,0.0,0.02461,-14321,-6913.0,-5942,13,0.4147940693543055,0.6611083077510267,0.4776491548517548,-2.0,-1554.0,-211.0,-697.8,,0.4,0.2,,-331.0,-211.0,-271.0,-363.0,-982.3333333333334,,,,,,,,,,,,,0.8034604691684358,Client fiable
100103,0.0,0.009175,-21112,-6057.0,-4013,12,,0.7180575365896832,0.511891801533151,0.0,-2259.0,-720.0,-1584.0,,0.3333333333333333,0.3333333333333333,,-720.0,-720.0,-720.0,-1773.0,-2016.0,-402.0,-203.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,,-7.0,,0.7347618662534048,Client fiable
100104,0.0,0.022625,-18556,-6769.0,-2045,17,0.7631370618175837,0.6446273721560554,,-2591.0,-2283.0,-2283.0,-2283.0,,0.0,0.0,,,,,-2283.0,-2283.0,-2591.0,-2591.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,-44.0,,0.8305918364912237,Client fiable
100108,0.0,0.006629,-12780,-5146.0,-870,11,,0.7566679797246073,0.6413682574954046,-546.0,-2519.0,-982.0,-1913.0,,0.6666666666666666,0.6666666666666666,,-2238.0,-982.0,-1610.0,-2519.0,-2519.0,-546.0,-546.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,-14.5,,0.7700494372555289,Client fiable
100114,0.0,0.030755,-10734,-7913.0,-1362,14,0.3957242668511344,0.1549370735653434,0.2650494299443805,-227.0,-1075.0,-648.0,-880.0,,0.5,0.5,,-1000.0,-648.0,-824.0,-797.0,-936.0,-227.0,-227.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,,-4.0,855000.0,0.27406843472225506,Client fiable
100120,0.0,0.0196889999999999,-9650,-4329.0,-367,15,0.2543516601822173,0.1699529509371729,0.1214082861631216,-17.0,-610.0,-420.0,-515.0,,1.0,0.5,,-610.0,-420.0,-515.0,,,-18.0,-17.333333333333332,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,-69.52631578947368,,0.21543435698072066,Client fiable
100122,0.0,0.0228,-10954,-550.0,-596,11,0.4055643396822132,0.0472914244045298,0.4066174366275036,-663.0,-545.0,-281.0,-369.0,,1.0,1.0,,-545.0,-281.0,-369.0,,,-1594.0,-890.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,-657.0,-67.94827586206897,,0.19565399817942242,Client fiable
100124,0.0,0.072508,-24051,-7040.0,-4053,17,,0.7103178570703124,0.5549467685334323,-1080.0,-833.0,-670.0,-751.5,25.5,0.0,0.0,0.2771739130434782,,,,-670.0,-751.5,-1080.0,-557.1538461538462,0.5384615384615384,0.6923076923076923,0.4615384615384615,0.5384615384615384,0.0,0.1538461538461538,0.0,-465.0,-18.442307692307693,,0.8198119719626534,Client fiable
100125,0.0,0.009549,-21613,-2376.0,-2434,11,,0.5713305828391398,0.5549467685334323,-1165.0,-1545.0,-311.0,-928.0,,0.5,0.0,,-311.0,-311.0,-311.0,-1545.0,-1545.0,-1165.0,-1074.3333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,-1165.0,-22.37142857142857,,0.6483630018996513,Client fiable
100126,0.0,0.04622,-12900,-2124.0,-3888,21,,0.7050933282515942,0.5744466170995097,-1091.0,-1258.0,-80.0,-637.4,,0.2,0.0,,-80.0,-80.0,-80.0,-257.0,-776.75,-1091.0,-888.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,,-25.692307692307693,,0.9125118467302282,Client fiable
100130,1.0,0.0072739999999999,-10526,-387.0,-3190,12,,0.2820694905045227,0.1206410299309233,-56.0,-96.0,-96.0,-96.0,,1.0,1.0,,-96.0,-96.0,-96.0,,,-468.0,-262.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,,-8.0,,0.23525426241678593,Client à Risque
100133,0.0,0.002134,-9207,-4069.0,-1882,10,0.5486469663609839,0.3167548800416005,,-591.0,,,,,,,,,,,,,-591.0,-413.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,-273.0,-10.6,,0.553117179685172,Client fiable
100135,0.0,0.00733,-19829,-4730.0,-3368,10,,0.7206401576263843,0.3201633668633456,-1209.0,-238.0,-218.0,-228.0,8.0,1.0,0.0,0.4375,-238.0,-218.0,-228.0,,,-1209.0,-449.6666666666667,0.3333333333333333,0.5,0.3333333333333333,0.5833333333333334,0.25,0.0833333333333333,0.0833333333333333,-238.0,-18.357142857142858,1116000.0,0.49029835307944103,Client fiable
100137,0.0,0.020246,-20284,-1990.0,-2556,8,0.8864868897220826,0.0867193865852445,,0.0,,,,,,,,,,,,,-2285.0,-764.1818181818181,0.3636363636363636,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.1818181818181818,0.1818181818181818,0.2727272727272727,-263.0,-33.0,2700000.0,0.5195903613479773,Client fiable
100138,0.0,0.04622,-14339,-1104.0,-4620,14,0.6674963344753486,0.6075618184170141,0.5726825047161584,-242.0,-2390.0,-203.0,-890.8461538461538,23.76923076923077,0.7692307692307693,0.5384615384615384,0.0288461538461538,-1408.0,-203.0,-816.9,-314.0,-1137.3333333333333,-242.0,-242.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,,-5.0,720000.0,0.8363393284142993,Client fiable
100139,0.0,0.010276,-13286,-6685.0,-4955,10,0.5677754906901958,0.6014083651352106,0.0963186927645401,-1868.0,-1252.0,-215.0,-733.5,8.0,0.5,0.5,0.875,-1252.0,-1252.0,-1252.0,-215.0,-215.0,-2592.0,-1655.0,0.5454545454545454,0.7272727272727273,0.3636363636363636,0.7272727272727273,0.2727272727272727,0.4545454545454545,0.0,-1868.0,-39.457142857142856,15187500.0,0.3832592337195636,Client fiable
100140,0.0,0.030755,-9223,-4067.0,-505,9,0.3703423626276125,0.7158609528990171,,-120.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8195601502472637,Client fiable
100144,0.0,0.028663,-16759,-3079.0,-296,17,,0.6116366959675879,,-1282.0,,,,,,,,,,,,,-1282.0,-493.0,0.4545454545454545,0.3636363636363636,0.7272727272727273,0.5454545454545454,0.0,0.0909090909090909,0.0909090909090909,,-20.65217391304348,7560000.0,0.4814652798796487,Client fiable
100145,0.0,0.01885,-16282,-762.0,-1494,11,0.6470448716896019,0.7464864055627681,0.7394117535524816,-1782.0,-2857.0,-651.0,-1489.7142857142858,46.285714285714285,0.4285714285714285,0.1428571428571428,0.1895106649212266,-777.0,-651.0,-732.0,-861.0,-2058.0,-2486.0,-1704.8333333333333,0.8333333333333334,1.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,-2302.0,-36.596774193548384,1755000.0,0.8377840161691181,Client fiable
100149,0.0,0.030755,-9203,-1642.0,-1639,17,0.0531827887508412,0.1644631394414229,0.0920128093981064,-395.0,-201.0,-197.0,-199.0,7.0,1.0,0.0,0.8571428571428571,-201.0,-197.0,-199.0,,,-395.0,-395.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,-7.0,,0.12544717072395095,Client fiable
100151,0.0,0.019101,-16522,-4101.0,-66,10,,0.6952191372191353,0.7295666907060153,-398.0,-2289.0,-2289.0,-2289.0,,0.0,0.0,,,,,-2289.0,-2289.0,-1041.0,-612.3333333333334,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,,-28.0,7020000.0,0.7743815131935401,Client fiable
100153,0.0,0.031329,-18413,-10826.0,-1947,10,,0.6680204349150283,0.3539876078507373,-1192.0,-2253.0,-129.0,-981.0,,1.0,0.6666666666666666,,-2253.0,-129.0,-981.0,,,-2821.0,-1535.857142857143,0.8571428571428571,0.7142857142857143,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.4285714285714285,0.1428571428571428,,-44.64383561643836,11497500.0,0.5888659183926771,Client fiable
100161,0.0,0.00712,-16219,-9329.0,-4325,9,,0.2653117484731741,0.3170317785834444,-306.0,-2897.0,-508.0,-1674.25,27.375,0.375,0.25,0.9134852216748768,-2168.0,-508.0,-1172.6666666666667,-1031.0,-1975.2,-306.0,-306.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,-7.0,,0.41857456555110195,Client fiable
100164,0.0,0.0105,-16097,-110.0,-3852,17,,0.6220298665860468,0.3280631605201915,-845.0,-2585.0,-1447.0,-2008.6,,0.2,0.2,,-1447.0,-1447.0,-1447.0,-1447.0,-2149.0,-840.0,-189.1428571428572,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.1428571428571428,0.0,0.0,-110.0,-15.423076923076923,,0.5174263175344362,Client fiable
100165,0.0,0.01885,-21961,-8887.0,-4379,16,0.5311064035337159,0.6466885821859959,0.8128226070575616,-396.0,-2325.0,-1225.0,-1775.0,,0.0,0.0,,,,,-1225.0,-1775.0,-2135.0,-1312.2,1.0,0.8,0.4,0.4,0.0,0.4,0.2,,-37.0,1890000.0,0.7714298938569366,Client fiable
100166,0.0,0.025164,-14359,-2908.0,-4480,8,,0.5248175794365513,0.1566398270314114,-160.0,-2058.0,-106.0,-847.4,,0.2,0.0666666666666666,,-306.0,-106.0,-172.66666666666666,-386.0,-1016.0833333333334,-2664.0,-1079.142857142857,1.0,0.5714285714285714,0.1428571428571428,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0,,-46.01724137931034,1125000.0,0.43903439160562185,Client fiable
100174,0.0,0.032561,-14597,-8491.0,-3681,15,,0.7047931325938472,0.5656079814115492,-307.0,-2921.0,-282.0,-1758.888888888889,,0.2222222222222222,0.4444444444444444,,-2633.0,-282.0,-1457.5,-546.0,-1845.0,-307.0,-307.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,-7.5,,0.8364060348636383,Client fiable
100178,0.0,0.0088659999999999,-19286,-7887.0,-2835,13,0.7233712633792718,0.7651254360605889,0.4170996682522097,-2085.0,-2318.0,-299.0,-1026.0,,0.25,0.25,,-671.0,-671.0,-671.0,-299.0,-1144.3333333333333,-2085.0,-706.0,0.4,0.4,1.0,0.4,0.2,0.0,0.0,-362.0,-39.93333333333333,,0.7709725636374156,Client fiable
100182,0.0,0.020246,-13558,-6426.0,-4360,8,0.4643561769338667,0.7518692268821991,0.4206109640437848,-1933.0,-1235.0,-119.0,-761.4285714285714,,0.7142857142857143,0.5714285714285714,,-1235.0,-119.0,-825.8,-304.0,-600.5,-1933.0,-636.25,0.5,0.5,0.5,0.75,0.0,0.25,0.25,,-41.10526315789474,,0.6850113169965654,Client fiable
100183,0.0,0.018634,-24729,-4047.0,-4523,12,,0.60043294901342,0.7958031328748403,-1183.0,-2862.0,-626.0,-1502.428571428571,,0.2857142857142857,0.0,,-1477.0,-626.0,-1051.5,-751.0,-1682.8,-2854.0,-2018.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,,-67.47058823529412,,0.8632109547694633,Client fiable
100193,0.0,0.020246,-17879,-2294.0,-1441,15,0.7311052466018223,0.7488544429116339,0.5082869913916046,-2553.0,-2699.0,-112.0,-1328.909090909091,25.363636363636363,0.3636363636363636,0.2727272727272727,0.6012550281216131,-1515.0,-112.0,-622.0,-419.0,-1732.857142857143,-2589.0,-580.0909090909091,0.2727272727272727,0.2727272727272727,0.9090909090909092,0.8181818181818182,0.1818181818181818,0.0,0.1818181818181818,-396.0,-15.833333333333334,945000.0,0.7663607694249537,Client fiable
100196,0.0,0.018029,-11568,-1082.0,-824,7,0.5925473429253104,0.593340422792271,0.3031463744186309,-1606.0,-2812.0,-124.0,-836.5833333333334,,0.3333333333333333,0.1666666666666666,,-502.0,-124.0,-308.0,-573.0,-1100.875,-1606.0,-458.25,0.5,0.5,0.75,0.75,0.125,0.125,0.0,,-26.2,,0.5927694248524006,Client fiable
100199,0.0,0.022625,-20858,-8167.0,-4411,15,,0.7044244680571375,0.2764406945454034,-738.0,-2821.0,-190.0,-1257.2,40.1,0.2,0.7,0.2244272507418773,-190.0,-190.0,-190.0,-721.0,-1524.0,-738.0,-738.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,-18.0,,0.6996529259012911,Client fiable
100201,0.0,0.035792,-12147,-6189.0,-1719,10,0.7649171875783758,0.6015603738443187,0.3506958432829587,-1754.0,-2634.0,-695.0,-1485.0,49.125,0.5,0.5,0.3267880579549213,-1418.0,-695.0,-988.0,-754.0,-1886.0,-2785.0,-1156.6470588235295,0.5294117647058824,0.5882352941176471,0.7058823529411765,0.9411764705882352,0.1176470588235294,0.4117647058823529,0.0588235294117647,-228.0,-56.67058823529412,,0.6471433778025123,Client fiable
100203,0.0,0.010276,-25104,-4182.0,-4210,9,,0.6405140556837132,0.5442347412142162,-2.0,-532.0,-532.0,-532.0,,1.0,1.0,,-532.0,-532.0,-532.0,,,,,,,,,,,,,,,0.7775666349358487,Client fiable
100213,0.0,0.031329,-13873,-632.0,-5042,10,0.5497171405900174,0.4953660887502677,0.5814837058057234,-2690.0,-2438.0,-684.0,-1441.3333333333333,47.66666666666666,0.3333333333333333,0.3333333333333333,0.1532608695652174,-684.0,-684.0,-684.0,-1202.0,-1820.0,-2690.0,-2690.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,-49.91578947368421,,0.6584002473976891,Client fiable
100215,0.0,0.025164,-21703,-9849.0,-4980,13,,0.2653117484731741,0.6413682574954046,-2028.0,-2355.0,-15.0,-989.0,,0.2857142857142857,0.5714285714285714,,-752.0,-683.0,-717.5,-15.0,-1097.6,-2028.0,-901.8,0.6,0.6,0.4,0.6,0.0,0.2,0.2,,-30.32075471698113,,0.6717810006501701,Client fiable
100227,0.0,0.006207,-10010,-4629.0,-2680,14,0.4129435398173111,0.6348960636020012,0.2970866116472028,-964.0,-745.0,-216.0,-434.5,15.0,0.5,0.25,0.3616666666666667,-426.0,-216.0,-321.0,-351.0,-548.0,-964.0,-657.5,0.25,1.0,1.0,1.0,0.0,0.0,0.0,,-29.0,,0.5841504376634701,Client fiable
100229,0.0,0.010147,-17947,-11812.0,-1505,17,,0.6410123825293345,0.7597121819739279,-122.0,-2416.0,-110.0,-1318.25,,0.5,0.0,,-2416.0,-110.0,-1263.0,-401.0,-1373.5,-2110.0,-1116.0,1.0,0.5,0.0,0.75,1.0,0.5,0.0,,-73.86111111111111,202500.0,0.7718386561076778,Client fiable
100230,0.0,0.0084739999999999,-19070,-6789.0,-2595,11,0.6215554079882224,0.3715433102138179,0.180887977767074,-481.0,-1187.0,-364.0,-712.0,,0.3333333333333333,0.3333333333333333,,-533.0,-364.0,-448.5,-429.0,-843.75,-481.0,-292.0,0.4285714285714285,0.7142857142857143,0.7142857142857143,1.0,0.4285714285714285,0.1428571428571428,0.0,-131.0,-9.714285714285714,,0.3115212290775863,Client fiable
100234,0.0,0.003069,-16614,-6098.0,-166,12,,0.5839260467408239,0.7165702448010511,0.0,-2411.0,-203.0,-1189.8,,0.2,0.0,,-203.0,-203.0,-203.0,-612.0,-1436.5,-354.0,-354.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,-7.0,,0.7170602633784242,Client fiable
